hour no,isop_emis_SE,isop_emis_NE,isop_emis_Mid,isop_emis_SW,isop_emis_N,terp_emis_SE,terp_emis_NE,terp_emis_Mid,terp_emis_SW,terp_emis_N,isop_ppb_SE,isop_ppb_NE,isop_ppb_Mid,isop_ppb_SW,isop_ppb_N,terp_ppb_SE,terp_ppb_NE,terp_ppb_Mid,terp_ppb_SW,terp_ppb_N,hcho_ppb_SE,hcho_ppb_NE,hcho_ppb_Mid,hcho_ppb_SW,hcho_ppb_N,no_ppb_SE,no_ppb_NE,no_ppb_Mid,no_ppb_SW,no_ppb_N,no2_ppb_SE,no2_ppb_NE,no2_ppb_Mid,no2_ppb_SW,no2_ppb_N,mvk_ppb_SE,mvk_ppb_NE,mvk_ppb_Mid,mvk_ppb_SW,mvk_ppb_N,macr_ppb_SE,macr_ppb_NE,macr_ppb_Mid,macr_ppb_SW,macr_ppb_N
287,1540.786,1577.109,17.989,44.631,2986.796,627.001,652.462,137.403,100.103,421.626,0.867,0.802,0.032,0.035,2.725,0.148,0.143,0.079,0.1,0.305,1.708,1.296,2.052,0.671,2.264,0.223,0.086,0.111,0.069,0.091,0.64,0.232,0.402,0.222,0.372,0.038,0.028,0.011,0.001,0.152,0.064,0.061,0.065,0.001,0.373
288,1417.135,1909.621,21.593,88.399,3854.364,651.732,754.958,162.127,125.034,506.72,0.811,0.881,0.022,0.066,2.942,0.133,0.135,0.059,0.083,0.229,1.629,1.281,2.109,0.722,2.287,0.163,0.074,0.096,0.076,0.074,0.511,0.201,0.355,0.203,0.281,0.035,0.025,0.006,0.002,0.13,0.064,0.06,0.05,0.003,0.381
289,1440.728,2104.172,23.204,128.326,4573.457,684.332,819.291,182.511,152.361,581.494,0.801,0.951,0.016,0.091,3.069,0.136,0.136,0.051,0.07,0.196,1.564,1.275,2.113,0.782,2.303,0.133,0.069,0.084,0.074,0.062,0.455,0.192,0.328,0.188,0.234,0.031,0.025,0.004,0.004,0.114,0.063,0.063,0.035,0.005,0.387
290,1381.531,2185.065,24.006,166.976,5034.207,691.329,852.183,195.883,180.734,638.846,0.821,1.02,0.014,0.11,3.265,0.144,0.142,0.049,0.064,0.189,1.504,1.267,2.076,0.835,2.331,0.12,0.066,0.077,0.07,0.058,0.427,0.19,0.315,0.179,0.217,0.029,0.025,0.002,0.004,0.106,0.061,0.069,0.024,0.007,0.393
291,1257.002,2148.71,23.724,196.602,5205.803,667.885,847.88,203.463,206.654,671.645,0.849,1.093,0.012,0.122,3.513,0.153,0.151,0.049,0.063,0.194,1.434,1.263,2.011,0.872,2.369,0.112,0.063,0.071,0.067,0.057,0.417,0.194,0.307,0.176,0.218,0.028,0.026,0.002,0.004,0.104,0.057,0.077,0.015,0.008,0.402
292,1088.254,2018.702,23.176,211.837,5059.112,614.571,808.054,205.157,226.077,674.615,0.871,1.17,0.012,0.13,3.81,0.162,0.162,0.051,0.064,0.206,1.358,1.264,1.932,0.894,2.413,0.103,0.059,0.067,0.065,0.057,0.419,0.203,0.301,0.177,0.227,0.028,0.027,0.001,0.004,0.106,0.053,0.084,0.01,0.008,0.414
293,823.566,1715.153,21.172,207.773,4505.775,540.205,733.055,199.366,233.505,643.526,0.866,1.232,0.012,0.135,4.133,0.171,0.176,0.054,0.068,0.224,1.284,1.269,1.849,0.906,2.462,0.096,0.056,0.063,0.065,0.057,0.43,0.22,0.298,0.184,0.243,0.027,0.028,0.001,0.005,0.11,0.049,0.091,0.007,0.008,0.43
294,504.474,1128.952,17.408,183.739,3456.618,458.99,621.22,187.256,226.199,579.796,0.816,1.234,0.012,0.137,4.474,0.184,0.192,0.059,0.074,0.252,1.211,1.271,1.767,0.913,2.514,0.088,0.052,0.058,0.065,0.057,0.456,0.246,0.3,0.196,0.27,0.025,0.029,0.001,0.004,0.116,0.045,0.095,0.005,0.008,0.447
295,137.264,362.642,11.297,134.787,1905.763,390.182,535.776,172.531,207.78,497.892,0.721,1.141,0.012,0.132,4.772,0.213,0.232,0.068,0.081,0.305,1.146,1.275,1.692,0.914,2.581,0.071,0.044,0.051,0.065,0.056,0.519,0.312,0.312,0.214,0.329,0.025,0.031,0.001,0.004,0.128,0.041,0.098,0.004,0.008,0.468
296,1.323,2.812,3.807,75.489,384.692,328.959,514.535,170.711,185.291,438.972,0.469,0.93,0.011,0.12,4.952,0.302,0.513,0.089,0.094,0.464,1.091,1.328,1.625,0.909,2.698,0.044,0.039,0.04,0.064,0.054,0.687,0.665,0.349,0.246,0.526,0.023,0.038,0.001,0.004,0.161,0.036,0.099,0.004,0.008,0.497
297,0.643,2.145,0.129,29.549,9.883,273.166,434.023,173.116,168.803,377.213,0.29,0.672,0.008,0.103,4.249,0.368,0.976,0.187,0.118,0.756,1.019,1.423,1.581,0.896,2.829,0.022,0.026,0.027,0.059,0.039,0.838,1.296,0.51,0.313,0.963,0.02,0.045,0.001,0.004,0.206,0.031,0.098,0.004,0.008,0.522
298,0.508,1.766,0.114,0.884,7.55,224.31,381.812,157.574,157.916,328.942,0.205,0.541,0.005,0.076,3.598,0.336,1.328,0.323,0.171,1.04,0.913,1.5,1.559,0.88,2.895,0.018,0.027,0.019,0.043,0.026,0.85,1.798,0.754,0.437,1.427,0.017,0.046,0.001,0.004,0.234,0.026,0.092,0.004,0.007,0.527
299,0.414,1.499,0.101,0.133,6.51,185.672,342.522,141.475,144.015,293.807,0.149,0.438,0.004,0.049,3.133,0.253,1.426,0.407,0.233,1.215,0.784,1.502,1.527,0.864,2.888,0.016,0.027,0.018,0.024,0.026,0.766,1.96,0.917,0.558,1.699,0.014,0.043,0.001,0.004,0.244,0.022,0.084,0.003,0.007,0.516
300,0.358,1.289,0.092,0.126,5.721,156.206,309.081,127.751,131.4,266.22,0.113,0.353,0.004,0.041,2.769,0.184,1.349,0.433,0.285,1.32,0.671,1.436,1.468,0.854,2.843,0.014,0.026,0.018,0.022,0.027,0.676,1.877,0.967,0.631,1.824,0.012,0.039,0.001,0.003,0.246,0.019,0.075,0.003,0.007,0.499
301,0.311,1.117,0.083,0.123,5.109,134.973,278.511,115.723,121.968,244.211,0.091,0.289,0.003,0.038,2.485,0.152,1.199,0.431,0.313,1.402,0.597,1.332,1.392,0.844,2.781,0.013,0.024,0.018,0.021,0.027,0.631,1.676,0.955,0.659,1.875,0.011,0.035,0.001,0.003,0.245,0.018,0.067,0.003,0.007,0.482
302,0.273,0.973,0.075,0.121,4.65,119.471,250.201,104.639,115.128,227.411,0.077,0.242,0.003,0.037,2.267,0.137,1.049,0.419,0.314,1.482,0.547,1.22,1.309,0.828,2.718,0.011,0.022,0.017,0.019,0.026,0.611,1.459,0.919,0.649,1.899,0.01,0.032,0.001,0.003,0.244,0.017,0.06,0.002,0.007,0.468
303,0.248,0.854,0.067,0.121,4.294,107.775,226.286,94.965,110.032,213.753,0.068,0.21,0.003,0.035,2.099,0.127,0.901,0.402,0.294,1.559,0.505,1.116,1.222,0.807,2.664,0.01,0.02,0.016,0.018,0.026,0.592,1.254,0.871,0.619,1.907,0.009,0.029,0.001,0.003,0.243,0.016,0.055,0.002,0.007,0.459
304,0.23,0.753,0.062,0.12,4.012,98.276,205.435,87.173,105.895,202.511,0.061,0.187,0.003,0.033,1.966,0.118,0.76,0.355,0.265,1.627,0.466,1.024,1.129,0.786,2.617,0.01,0.018,0.016,0.017,0.026,0.566,1.066,0.782,0.585,1.894,0.009,0.028,0.001,0.003,0.243,0.015,0.053,0.002,0.007,0.453
305,0.216,0.68,0.06,0.118,3.749,90.56,187.934,81.002,102.371,192.089,0.054,0.171,0.003,0.03,1.855,0.114,0.644,0.295,0.244,1.689,0.43,0.945,1.039,0.768,2.575,0.01,0.017,0.015,0.017,0.026,0.542,0.91,0.677,0.568,1.871,0.008,0.028,0.001,0.003,0.243,0.014,0.051,0.002,0.006,0.449
306,0.207,0.621,0.054,0.115,3.494,84.336,172.905,75.472,99.343,182.149,0.05,0.158,0.002,0.026,1.755,0.113,0.58,0.244,0.235,1.748,0.401,0.886,0.966,0.753,2.532,0.012,0.017,0.014,0.018,0.026,0.535,0.812,0.591,0.568,1.842,0.007,0.027,0.001,0.003,0.242,0.013,0.05,0.002,0.006,0.445
307,41.955,26.692,0.051,0.112,3.268,89.271,165.189,70.597,96.738,173.192,0.056,0.149,0.003,0.022,1.663,0.102,0.529,0.213,0.238,1.81,0.381,0.847,0.914,0.744,2.49,0.052,0.031,0.014,0.019,0.027,0.51,0.724,0.536,0.586,1.817,0.007,0.027,0.001,0.003,0.241,0.013,0.049,0.003,0.005,0.44
308,141.462,265.744,0.905,0.11,145.106,120.493,227.596,63.781,94.357,179.629,0.126,0.225,0.003,0.018,1.573,0.093,0.318,0.174,0.256,1.694,0.386,0.838,0.882,0.741,2.441,0.144,0.079,0.029,0.021,0.058,0.449,0.503,0.467,0.617,1.642,0.008,0.027,0.001,0.002,0.237,0.014,0.048,0.004,0.005,0.434
309,267.688,652.211,6.152,6.331,901.541,163.462,329.315,73.769,96.384,245.55,0.23,0.495,0.007,0.016,1.735,0.083,0.225,0.119,0.258,1.001,0.423,0.934,0.891,0.745,2.469,0.207,0.108,0.069,0.048,0.114,0.383,0.378,0.356,0.611,1.02,0.011,0.032,0.001,0.002,0.223,0.017,0.054,0.005,0.004,0.427
310,410.181,1087.795,12.418,33.164,1993.393,212.806,439.988,94.907,117.301,337.549,0.322,0.729,0.011,0.035,2.342,0.074,0.173,0.084,0.193,0.526,0.491,1.089,0.945,0.77,2.587,0.21,0.103,0.095,0.101,0.122,0.317,0.31,0.278,0.481,0.612,0.014,0.036,0.002,0.002,0.201,0.022,0.065,0.005,0.004,0.428
311,526.799,1482.161,18.301,72.805,3087.974,259.474,543.335,120.611,149.089,434.956,0.389,0.857,0.013,0.077,2.828,0.069,0.144,0.063,0.144,0.329,0.568,1.236,1.039,0.831,2.6,0.174,0.087,0.095,0.13,0.097,0.254,0.265,0.238,0.392,0.403,0.015,0.035,0.002,0.004,0.166,0.025,0.075,0.006,0.006,0.425
312,432.468,1935.631,21.494,130.379,4159.799,267.196,622.587,146.419,199.564,528.868,0.348,0.946,0.012,0.125,3.099,0.062,0.129,0.05,0.114,0.24,0.616,1.341,1.126,0.925,2.511,0.136,0.075,0.085,0.132,0.073,0.203,0.237,0.213,0.343,0.29,0.014,0.033,0.001,0.006,0.131,0.026,0.08,0.006,0.008,0.411
313,472.221,2161.32,23.502,179.764,4874.378,298.582,693.654,171.792,248.418,603.867,0.333,1.013,0.011,0.164,3.245,0.061,0.128,0.045,0.096,0.204,0.63,1.401,1.168,1.032,2.442,0.11,0.069,0.075,0.122,0.062,0.171,0.223,0.196,0.31,0.24,0.012,0.032,0.001,0.008,0.112,0.025,0.084,0.005,0.011,0.398
314,488.778,2254.576,24.328,226.763,5323.663,321.783,740.935,192.658,295.66,661.96,0.334,1.081,0.011,0.189,3.372,0.064,0.133,0.044,0.088,0.193,0.632,1.43,1.169,1.12,2.421,0.098,0.067,0.068,0.11,0.058,0.156,0.218,0.187,0.287,0.227,0.011,0.032,0.001,0.009,0.105,0.025,0.091,0.004,0.013,0.392
315,477.792,2243.385,24.343,266.076,5484.949,333.672,758.237,206.583,336.666,698.137,0.339,1.154,0.011,0.203,3.604,0.068,0.141,0.045,0.085,0.197,0.632,1.438,1.149,1.17,2.44,0.094,0.065,0.064,0.099,0.057,0.154,0.218,0.182,0.271,0.23,0.011,0.033,0.001,0.009,0.105,0.025,0.099,0.003,0.015,0.395
316,437.961,2091.121,23.951,280.817,5299.784,333.655,731.93,210.544,366.372,702.702,0.346,1.224,0.011,0.212,3.874,0.074,0.151,0.048,0.087,0.208,0.632,1.434,1.125,1.19,2.476,0.093,0.062,0.06,0.091,0.057,0.162,0.221,0.181,0.261,0.24,0.011,0.034,0.001,0.009,0.108,0.026,0.108,0.002,0.016,0.406
317,348.69,1727.811,22.516,268.189,4690.456,309.041,666.994,203.705,376.532,672.127,0.349,1.282,0.012,0.215,4.172,0.08,0.161,0.051,0.09,0.225,0.629,1.422,1.097,1.193,2.519,0.094,0.059,0.056,0.086,0.056,0.179,0.23,0.183,0.257,0.257,0.01,0.035,0.001,0.008,0.112,0.027,0.115,0.002,0.017,0.421
318,209.508,1105.667,19.769,231.769,3578.407,252.629,564.861,189.549,362.299,610.245,0.34,1.29,0.013,0.216,4.427,0.086,0.174,0.057,0.096,0.248,0.621,1.403,1.068,1.188,2.565,0.091,0.053,0.052,0.083,0.055,0.211,0.248,0.19,0.261,0.283,0.01,0.036,0.001,0.008,0.117,0.028,0.119,0.002,0.017,0.439
319,67.56,356.396,13.194,185.779,1982.33,193.617,484.251,171.13,332.586,534.19,0.316,1.231,0.013,0.219,4.646,0.094,0.208,0.066,0.104,0.295,0.607,1.377,1.037,1.178,2.62,0.075,0.044,0.046,0.08,0.053,0.264,0.297,0.205,0.275,0.336,0.01,0.039,0.001,0.008,0.128,0.028,0.12,0.001,0.018,0.458
320,1.386,3.396,4.664,127.583,402.049,167.267,450.067,165.584,299.494,477.892,0.259,1.096,0.011,0.225,4.633,0.123,0.444,0.089,0.122,0.438,0.587,1.388,1.009,1.164,2.708,0.048,0.035,0.038,0.078,0.049,0.374,0.564,0.248,0.308,0.5,0.011,0.05,0.001,0.008,0.153,0.028,0.121,0.001,0.018,0.48
321,0.262,2.563,0.133,52.747,11.25,150.554,375.253,169.192,285.427,424.12,0.199,0.827,0.008,0.222,3.942,0.175,0.713,0.192,0.194,0.725,0.558,1.398,1.008,1.157,2.809,0.023,0.022,0.031,0.078,0.037,0.539,0.916,0.416,0.425,0.914,0.011,0.058,0.001,0.008,0.187,0.027,0.117,0.001,0.02,0.496
322,0.22,2.158,0.115,1.181,8.941,130.393,327.478,151.276,252.292,372.248,0.165,0.653,0.004,0.207,3.334,0.201,0.802,0.328,0.441,0.993,0.522,1.35,1.023,1.179,2.857,0.018,0.02,0.022,0.074,0.027,0.634,1.062,0.652,0.856,1.369,0.011,0.057,0.001,0.01,0.208,0.024,0.104,0.001,0.022,0.494
323,0.191,1.855,0.099,0.158,7.624,113.885,290.942,134.993,217.32,331.074,0.135,0.515,0.003,0.179,2.916,0.191,0.756,0.399,0.757,1.143,0.477,1.259,1.026,1.22,2.838,0.016,0.019,0.021,0.048,0.027,0.637,1.047,0.788,1.486,1.626,0.01,0.051,0.001,0.011,0.215,0.022,0.09,0.001,0.024,0.48
324,0.171,1.595,0.088,0.129,6.637,100.963,260.856,122.088,192.186,299.134,0.112,0.405,0.002,0.176,2.587,0.165,0.673,0.4,0.961,1.216,0.43,1.156,0.999,1.251,2.777,0.013,0.019,0.021,0.05,0.027,0.612,0.972,0.804,1.892,1.717,0.01,0.043,0,0.013,0.216,0.019,0.077,0.001,0.025,0.463
325,0.155,1.394,0.078,0.11,5.907,90.193,235.96,111.1,172.227,274.597,0.095,0.321,0.002,0.174,2.329,0.143,0.59,0.368,1.071,1.268,0.387,1.052,0.955,1.263,2.698,0.011,0.018,0.02,0.058,0.027,0.585,0.878,0.758,2.062,1.732,0.009,0.037,0,0.014,0.214,0.017,0.065,0,0.026,0.447
326,0.14,1.246,0.07,0.097,5.381,80.823,215.321,101.484,156.974,255.902,0.082,0.259,0.001,0.168,2.127,0.131,0.516,0.321,1.121,1.318,0.351,0.957,0.904,1.255,2.617,0.01,0.017,0.019,0.07,0.027,0.565,0.783,0.687,2.1,1.72,0.008,0.032,0,0.015,0.213,0.016,0.056,0,0.027,0.434
327,0.13,1.128,0.061,0.09,4.925,73.35,197.772,92.792,146.086,239.331,0.072,0.215,0.001,0.157,1.967,0.129,0.458,0.289,1.138,1.341,0.32,0.879,0.861,1.235,2.537,0.009,0.015,0.018,0.085,0.026,0.558,0.701,0.635,2.079,1.666,0.008,0.028,0,0.015,0.211,0.014,0.05,0,0.027,0.423
328,0.122,1.02,0.056,0.089,4.524,67.904,182.463,85.421,138.205,224.294,0.064,0.185,0.001,0.145,1.843,0.135,0.414,0.281,1.151,1.35,0.293,0.821,0.829,1.212,2.466,0.01,0.014,0.017,0.101,0.026,0.566,0.64,0.614,2.057,1.597,0.007,0.025,0,0.015,0.21,0.013,0.046,0,0.026,0.416
329,0.115,0.931,0.053,0.087,4.18,63.785,169.598,79.094,131.97,211.24,0.056,0.166,0.001,0.132,1.742,0.142,0.383,0.288,1.165,1.378,0.272,0.78,0.804,1.19,2.407,0.016,0.014,0.017,0.114,0.025,0.584,0.598,0.61,2.049,1.554,0.006,0.024,0,0.015,0.21,0.011,0.044,0,0.025,0.412
330,0.11,0.855,0.05,0.084,3.902,60.756,158.51,73.519,126.838,200.455,0.047,0.154,0.001,0.121,1.647,0.148,0.368,0.305,1.177,1.415,0.257,0.753,0.785,1.172,2.35,0.043,0.014,0.017,0.121,0.025,0.62,0.575,0.613,2.048,1.521,0.005,0.024,0,0.015,0.209,0.009,0.044,0,0.024,0.407
331,20.563,19.187,0.047,0.085,3.664,67.553,149.867,68.524,123.034,190.791,0.044,0.147,0,0.112,1.552,0.099,0.35,0.332,1.183,1.454,0.24,0.736,0.77,1.155,2.295,0.091,0.023,0.017,0.122,0.025,0.559,0.543,0.628,2.04,1.497,0.004,0.024,0,0.015,0.207,0.008,0.044,0,0.024,0.4
332,85.798,336.137,0.526,0.083,190.704,96.413,208.523,61.22,118.795,195.907,0.081,0.236,0,0.103,1.469,0.076,0.233,0.344,1.181,1.367,0.246,0.751,0.768,1.14,2.228,0.182,0.062,0.037,0.12,0.047,0.429,0.386,0.613,2.024,1.369,0.004,0.026,0,0.015,0.202,0.007,0.047,0,0.023,0.39
333,169.426,824.067,4.105,10.268,1058.775,133.882,302.309,68.039,127.669,260.477,0.126,0.534,0.003,0.088,1.65,0.065,0.17,0.192,0.911,0.867,0.296,0.851,0.769,1.152,2.222,0.246,0.088,0.071,0.248,0.101,0.354,0.276,0.43,1.66,0.916,0.006,0.032,0,0.014,0.187,0.009,0.057,0,0.022,0.374
334,258.223,1281.182,8.543,65.779,2236.207,174.54,395.102,83.945,169.289,352.671,0.164,0.766,0.008,0.116,2.351,0.058,0.136,0.12,0.432,0.47,0.385,1.001,0.813,1.226,2.287,0.238,0.083,0.096,0.307,0.111,0.298,0.216,0.328,1.009,0.566,0.008,0.035,0,0.014,0.175,0.013,0.071,0,0.022,0.368
335,354.689,1638.116,13.091,159.328,3367.805,218.473,478.696,105.959,240.291,449.137,0.196,0.866,0.012,0.15,2.954,0.054,0.116,0.079,0.238,0.316,0.483,1.11,0.861,1.341,2.353,0.189,0.069,0.093,0.281,0.093,0.243,0.176,0.268,0.711,0.4,0.009,0.033,0.001,0.012,0.158,0.016,0.082,0.001,0.021,0.372
336,507.51,1552.713,15.802,283.512,4276.451,272.074,519.502,128.806,345.778,534.588,0.248,0.809,0.012,0.186,3.24,0.055,0.105,0.056,0.148,0.239,0.556,1.161,0.895,1.438,2.344,0.14,0.06,0.077,0.199,0.073,0.201,0.154,0.224,0.511,0.299,0.009,0.03,0.001,0.009,0.132,0.018,0.088,0.002,0.016,0.373
337,598.283,1696.832,18.539,364.714,4987.396,314.682,574.516,150.291,431.413,609.261,0.296,0.824,0.011,0.211,3.356,0.059,0.106,0.046,0.11,0.205,0.6,1.184,0.917,1.453,2.33,0.111,0.057,0.065,0.142,0.061,0.178,0.147,0.195,0.384,0.25,0.01,0.028,0.001,0.007,0.115,0.02,0.091,0.002,0.014,0.372
338,638.415,1730.268,19.895,422.394,5403.402,345.438,605.55,167.662,499.243,664.315,0.337,0.872,0.011,0.238,3.488,0.064,0.111,0.044,0.101,0.194,0.631,1.194,0.932,1.444,2.337,0.097,0.055,0.06,0.117,0.057,0.172,0.146,0.18,0.323,0.235,0.01,0.028,0.001,0.007,0.108,0.022,0.095,0.002,0.014,0.373
339,630.604,1654.766,20.214,450.473,5535.91,361.286,607.15,179.694,548.618,695.146,0.372,0.943,0.011,0.261,3.709,0.07,0.12,0.045,0.103,0.199,0.657,1.201,0.943,1.439,2.368,0.093,0.053,0.057,0.108,0.056,0.178,0.151,0.175,0.302,0.238,0.011,0.029,0.001,0.007,0.107,0.025,0.099,0.002,0.016,0.379
340,559.622,1489.865,19.515,454.24,5333.19,360.373,578.958,185.23,575.892,695.397,0.397,1.06,0.011,0.279,4.032,0.077,0.133,0.048,0.106,0.213,0.682,1.208,0.949,1.43,2.411,0.09,0.051,0.056,0.104,0.056,0.194,0.16,0.174,0.296,0.25,0.011,0.031,0.001,0.007,0.11,0.027,0.104,0.001,0.017,0.39
341,427.809,1203.729,17.633,434.568,4695.428,333.726,514.57,183.113,579.042,661.964,0.405,1.22,0.011,0.292,4.414,0.084,0.152,0.052,0.112,0.235,0.701,1.215,0.949,1.417,2.453,0.088,0.05,0.055,0.102,0.056,0.219,0.174,0.176,0.298,0.269,0.012,0.033,0.001,0.007,0.114,0.029,0.11,0.001,0.018,0.404
342,264.799,768.508,14.27,388.695,3585.101,275.932,427.613,173.959,556.223,600.354,0.398,1.368,0.011,0.297,4.836,0.091,0.176,0.057,0.118,0.269,0.711,1.219,0.943,1.4,2.499,0.084,0.048,0.053,0.099,0.056,0.256,0.197,0.183,0.308,0.299,0.012,0.037,0.001,0.007,0.122,0.031,0.116,0.001,0.019,0.422
343,95.878,242.967,9.426,322.334,1998.668,220.016,348.479,160.3,505.335,524.498,0.39,1.507,0.011,0.295,5.174,0.105,0.225,0.065,0.128,0.334,0.712,1.228,0.934,1.381,2.555,0.069,0.042,0.049,0.096,0.054,0.319,0.251,0.198,0.325,0.366,0.012,0.044,0.001,0.007,0.136,0.031,0.123,0.001,0.018,0.443
344,1.56,1.82,3.423,212.981,399.823,192.07,308.087,155.325,432.202,461.137,0.383,1.292,0.011,0.288,5.19,0.201,0.337,0.085,0.141,0.493,0.717,1.237,0.926,1.359,2.644,0.054,0.031,0.04,0.087,0.048,0.555,0.409,0.237,0.355,0.56,0.014,0.053,0.001,0.007,0.167,0.032,0.127,0.001,0.018,0.469
345,0.292,1.479,0.101,86.335,10.855,162.58,272.118,158.404,396.006,404.286,0.333,0.971,0.009,0.27,4.394,0.387,0.459,0.189,0.185,0.808,0.73,1.216,0.942,1.337,2.737,0.028,0.019,0.032,0.072,0.036,1.031,0.617,0.407,0.437,0.995,0.016,0.054,0.001,0.007,0.203,0.031,0.121,0.001,0.017,0.487
346,0.231,1.26,0.087,1.856,8.515,143.895,242.652,141.405,380.536,355.261,0.3,0.759,0.005,0.235,3.714,0.581,0.507,0.358,0.506,1.146,0.758,1.161,0.981,1.362,2.78,0.028,0.017,0.023,0.058,0.028,1.537,0.721,0.695,0.857,1.488,0.017,0.051,0.001,0.008,0.224,0.03,0.11,0.001,0.017,0.487
347,0.186,1.085,0.076,0.164,7.414,128.93,218.183,125.393,321.057,320.447,0.278,0.603,0.003,0.183,3.225,0.706,0.476,0.489,0.955,1.357,0.779,1.082,1.016,1.434,2.759,0.032,0.016,0.024,0.039,0.029,1.836,0.694,0.924,1.487,1.794,0.017,0.047,0.001,0.01,0.232,0.031,0.1,0.001,0.017,0.475
348,0.16,0.997,0.067,0.128,6.574,117.529,198.824,113.111,290.206,293.104,0.263,0.487,0.002,0.161,2.778,0.779,0.42,0.544,1.212,1.444,0.789,0.993,1.023,1.473,2.686,0.033,0.015,0.024,0.038,0.029,1.959,0.614,1.027,1.84,1.917,0.018,0.043,0,0.01,0.229,0.031,0.09,0,0.017,0.455
349,0.145,0.913,0.06,0.108,5.977,108.518,180.839,103.402,266.218,272.854,0.253,0.382,0.001,0.14,2.368,0.809,0.351,0.551,1.234,1.447,0.789,0.893,1.005,1.455,2.579,0.032,0.014,0.024,0.037,0.03,1.946,0.519,1.04,1.895,1.931,0.019,0.038,0,0.011,0.219,0.033,0.079,0,0.016,0.43
350,0.134,0.837,0.054,0.108,5.472,101.351,164.781,94.973,247.536,255.52,0.246,0.29,0.001,0.121,2.021,0.799,0.285,0.529,1.145,1.404,0.78,0.788,0.972,1.405,2.459,0.029,0.012,0.023,0.036,0.03,1.857,0.423,0.998,1.824,1.885,0.02,0.032,0,0.011,0.206,0.035,0.067,0,0.016,0.403
351,0.128,0.781,0.05,0.1,5.067,95.313,151.883,87.317,229.598,241.335,0.237,0.219,0.001,0.105,1.73,0.762,0.244,0.487,1.014,1.342,0.764,0.69,0.934,1.342,2.335,0.027,0.011,0.022,0.034,0.03,1.737,0.355,0.927,1.708,1.8,0.021,0.026,0,0.011,0.193,0.037,0.054,0,0.015,0.377
352,0.124,0.741,0.046,0.098,4.707,89.875,141.656,80.3,214.023,228.387,0.228,0.162,0.001,0.092,1.506,0.713,0.223,0.447,0.882,1.263,0.744,0.606,0.901,1.279,2.216,0.027,0.011,0.021,0.033,0.029,1.621,0.314,0.857,1.603,1.686,0.022,0.021,0,0.011,0.18,0.039,0.042,0,0.015,0.355
353,0.118,0.71,0.042,0.096,4.376,84.731,133.449,73.751,199.947,216.096,0.217,0.117,0.001,0.081,1.34,0.668,0.217,0.43,0.77,1.184,0.724,0.541,0.883,1.218,2.109,0.032,0.01,0.02,0.032,0.028,1.532,0.298,0.819,1.52,1.573,0.023,0.016,0,0.011,0.17,0.04,0.032,0,0.015,0.335
354,0.113,0.687,0.039,0.094,4.109,80.344,126.883,67.814,187.13,205.732,0.205,0.085,0,0.071,1.21,0.623,0.218,0.441,0.687,1.133,0.708,0.497,0.876,1.16,2.013,0.061,0.01,0.019,0.031,0.028,1.478,0.294,0.813,1.458,1.483,0.024,0.013,0,0.011,0.162,0.041,0.025,0,0.015,0.318
355,29.839,15.232,0.035,0.091,3.886,91.645,124.792,62.392,176.216,196.84,0.176,0.063,0,0.062,1.101,0.418,0.196,0.471,0.62,1.099,0.699,0.463,0.88,1.105,1.929,0.201,0.019,0.019,0.031,0.027,1.216,0.271,0.828,1.405,1.41,0.023,0.01,0,0.011,0.155,0.041,0.02,0,0.015,0.303
356,161.647,232.772,0.526,0.088,140.126,146.303,174.111,56.161,165.922,198.387,0.268,0.119,0.001,0.055,1.007,0.249,0.149,0.465,0.565,0.974,0.763,0.45,0.907,1.056,1.847,0.378,0.046,0.057,0.032,0.069,0.886,0.205,0.777,1.35,1.237,0.024,0.009,0,0.011,0.146,0.044,0.017,0,0.016,0.286
357,378.111,551.461,4.842,6.601,956.732,227.235,241.663,67.717,170.437,256.358,0.303,0.324,0.005,0.048,1.284,0.149,0.124,0.206,0.417,0.561,0.852,0.49,0.927,1.035,1.813,0.425,0.062,0.097,0.085,0.106,0.718,0.155,0.47,1.103,0.769,0.023,0.012,0.001,0.01,0.138,0.045,0.02,0.001,0.015,0.275
358,584.244,860.117,10.177,34.244,2124.25,305,308.341,90.025,217.164,346.022,0.319,0.551,0.01,0.054,2.032,0.091,0.11,0.109,0.25,0.366,0.895,0.577,1.012,1.081,1.909,0.35,0.059,0.119,0.152,0.119,0.55,0.126,0.339,0.768,0.511,0.02,0.019,0.001,0.009,0.141,0.041,0.031,0.003,0.014,0.285
359,756.44,1129.481,14.748,71.198,3308.168,369.088,372.791,115.595,289.454,444.143,0.354,0.715,0.011,0.081,2.789,0.076,0.101,0.063,0.165,0.286,0.958,0.678,1.074,1.174,2.07,0.282,0.051,0.099,0.175,0.103,0.446,0.108,0.261,0.571,0.38,0.017,0.023,0.001,0.007,0.143,0.036,0.043,0.005,0.013,0.312
360,1084.105,1251.125,18.201,89.155,4258.954,445.427,429.432,136.085,359.851,535.566,0.466,0.767,0.01,0.092,3.22,0.08,0.097,0.045,0.118,0.237,1.005,0.757,1.099,1.279,2.195,0.22,0.046,0.081,0.151,0.082,0.371,0.098,0.216,0.445,0.297,0.016,0.024,0.001,0.006,0.134,0.036,0.053,0.004,0.01,0.339
